1.000000000000000036e-10,9.397835428394611945e-01,-1.205446622644809868e-05,-1.205446622645282682e-05,9.398079231892791929e-01
1.010101020101010147e-02,9.400073206816695892e-01,-1.191683232087033092e-05,-1.191680239862193267e-05,9.400315930702037859e-01
2.020202030202020507e-02,9.402295892796114218e-01,-1.178087239447416964e-05,-1.178081300280862707e-05,9.402537546905432864e-01
3.030303040303030521e-02,9.404505124270491345e-01,-1.164653228740414581e-05,-1.164644385343827321e-05,9.404745718850987535e-01
4.040404050404040881e-02,9.406702515100288098e-01,-1.151375962412768837e-05,-1.151364254996385684e-05,9.406942060805286721e-01
5.050505060505051241e-02,9.408889655510006556e-01,-1.138250376262689137e-05,-1.138235842607307293e-05,9.409128163395032995e-01
6.060606070606060908e-02,9.411068112519445084e-01,-1.125271574539018880e-05,-1.125254250062728788e-05,9.411305594037888689e-01
7.070707080707071268e-02,9.413239430365304417e-01,-1.112434825154599422e-05,-1.112414742975880253e-05,9.413475897364455003e-01
8.080808090808080935e-02,9.415405130913749865e-01,-1.099735555070082983e-05,-1.099712746079249695e-05,9.415640595630783150e-01
9.090909100909090601e-02,9.417566714064120603e-01,-1.087169345789839524e-05,-1.087143838701928717e-05,9.417801189122103622e-01
1.010101011101010166e-01,9.419725658143758285e-01,-1.074731929005241936e-05,-1.074703750428104328e-05,9.419959156547680346e-01
1.111111112111111132e-01,9.421883420294502320e-01,-1.062419182356656800e-05,-1.062388356846296761e-05,9.422115955427410317e-01
1.212121213121212099e-01,9.424041436850799647e-01,-1.050227125325197031e-05,-1.050193675444327300e-05,9.424273022469957795e-01
1.313131314131313343e-01,9.426201123709774254e-01,-1.038151915234753302e-05,-1.038115861609996306e-05,9.426431773942780534e-01
1.414141415141414448e-01,9.428363876693554024e-01,-1.026189843381647590e-05,-1.026151204755713349e-05,9.428593606034599839e-01
1.515151516151515276e-01,9.430531071903611728e-01,-1.014337331282864208e-05,-1.014296124569080285e-05,9.430759895209741561e-01
1.616161617161616382e-01,9.432704066067970627e-01,-1.002590926991552029e-05,-1.002547167324073950e-05,9.432931998555416087e-01
1.717171718171717487e-01,9.434884196880874985e-01,-9.909473015869490965e-06,-9.909010023723434699e-06,9.435111254121353319e-01
1.818181819181818315e-01,9.437072783335425097e-01,-9.794032456902825051e-06,-9.793544186550836859e-06,9.437298981252530972e-01
1.919191920191919420e-01,9.439271126049302296e-01,-9.679556661463364139e-06,-9.679043213857173569e-06,9.439496480914882914e-01
2.020202021202020526e-01,9.441480507583488446e-01,-9.566015827571479896e-06,-9.565477287794325078e-06,9.441705036014238495e-01
2.121212122212121354e-01,9.443702192754735991e-01,-9.453381251259030142e-06,-9.452817689025261539e-06,9.443925911708561660e-01
2.222222223222222459e-01,9.445937428941264535e-01,-9.341625295925433064e-06,-9.341036765926411233e-06,9.446160355713900669e-01
2.323232324232323565e-01,9.448187446382315668e-01,-9.230721362476418523e-06,-9.230107904895418669e-06,9.448409598603778603e-01
2.424242425242424392e-01,9.450453458471437251e-01,-9.120643860379572235e-06,-9.120005501265718764e-06,9.450674854102787403e-01
2.525252526252525498e-01,9.452736662043939031e-01,-9.011368179523736251e-06,-9.010704931209940683e-06,9.452957319373850309e-01
2.626262627262626603e-01,9.455038237658288658e-01,-8.902870662911666232e-06,-8.902182524382014190e-06,9.455258175299721124e-01
2.727272728272727709e-01,9.457359349871932164e-01,-8.795128579980802626e-06,-8.794415537294132993e-06,9.457578586758865757e-01
2.828282829282828814e-01,9.459701147511483388e-01,-8.688120100922195631e-06,-8.687382127559167212e-06,9.459919702895722704e-01
2.929292930292929364e-01,9.462064763937361178e-01,-8.581824271452382716e-06,-8.581061328678936081e-06,9.462282657385225892e-01
3.030303031303030470e-01,9.464451317303311795e-01,-8.476220988508371127e-06,-8.475433025723896419e-06,9.464668568692542472e-01
3.131313132313131575e-01,9.466861910810495662e-01,-8.371290976454179159e-06,-8.370477931583892250e-06,9.467078540327115155e-01
3.232323233323232681e-01,9.469297632956632516e-01,-8.267015764171773001e-06,-8.266177563922184014e-06,9.469513661091784051e-01
3.333333334333333786e-01,9.471759557780201622e-01,-8.163377662481191075e-06,-8.162514222736920691e-06,9.471975005327151198e-01
3.434343435343434892e-01,9.474248745099573821e-01,-8.060359742499763645e-06,-8.059470968589635108e-06,9.474463633150616015e-01
3.535353536353535997e-01,9.476766240747823700e-01,-7.957945814352898525e-06,-7.957031601419052583e-06,9.476980590691320705e-01
3.636363637363636547e-01,9.479313076802470261e-01,-7.856120406714655843e-06,-7.855180639950644930e-06,9.479526910319842070e-01
3.737373738373737653e-01,9.481890271810911042e-01,-7.754868746682443422e-06,-7.753903301667709725e-06,9.482103610873736654e-01
3.838383839383838758e-01,9.484498831011455300e-01,-7.654176740358925373e-06,-7.653185483328453769e-06,9.484711697878617231e-01
3.939393940393939864e-01,9.487139746550075081e-01,-7.554030953908540201e-06,-7.553013742044152038e-06,9.487352163764716240e-01
4.040404041404040969e-01,9.489813997692695402e-01,-7.454418595187803247e-06,-7.453375276863640052e-06,9.490025988079616726e-01
4.141414142414142074e-01,9.492522551033620859e-01,-7.355327495790253800e-06,-7.354257910871229330e-06,9.492734137696273722e-01
4.242424243424242625e-01,9.495266360699879948e-01,-7.256746093660168727e-06,-7.255650073726175206e-06,9.495477567017734932e-01
4.343434344434343730e-01,9.498046368551504859e-01,-7.158663416181597111e-06,-7.157540784816351090e-06,9.498257218177182937e-01
4.444444445444444836e-01,9.500863504378075364e-01,-7.061069063668575116e-06,-7.059919636669253041e-06,9.501074021234725553e-01
4.545454546454545941e-01,9.503718686091474632e-01,-6.963953193413148454e-06,-6.962776779050908591e-06,9.503928894370028413e-01
4.646464647464647046e-01,9.506612819914905810e-01,-6.867306504019557322e-06,-6.866102903253711192e-06,9.506822744071545817e-01
4.747474748474748152e-01,9.509546800568475788e-01,-6.771120220300418376e-06,-6.769889227002721691e-06,9.509756465321813623e-01
4.848484849484848702e-01,9.512521511450949818e-01,-6.675386078507150993e-06,-6.674127479728004935e-06,9.512730941779610205e-01
4.949494950494949808e-01,9.515537824818397494e-01,-6.580096312017304111e-06,-6.578809888130772454e-06,9.515747045958390382e-01
5.050505051505050913e-01,9.518596601959394832e-01,-6.485243637314188211e-06,-6.483929162262832196e-06,9.518805639401509699e-01
5.151515152515152574e-01,9.521698693366527078e-01,-6.390821240464482209e-06,-6.389478481976715127e-06,9.521907572853972601e-01
5.252525253525253124e-01,9.524844938905486780e-01,-6.296822763898582622e-06,-6.295451483666020724e-06,9.525053686431236288e-01
5.353535354535353674e-01,9.528036167980122872e-01,-6.203242293501101474e-06,-6.201842247368760986e-06,9.528244809784620628e-01
5.454545455545455335e-01,9.531273199695083909e-01,-6.110074346180799250e-06,-6.108645284341672546e-06,9.531481762263723789e-01
5.555555556555555885e-01,9.534556843015100647e-01,-6.017313857612538383e-06,-6.015855524809652000e-06,9.534765353075861372e-01
5.656565657565657546e-01,9.537887896921449782e-01,-5.924956170468646449e-06,-5.923468306128228220e-06,9.538096381442470184e-01
5.757575758575758096e-01,9.541267150565353461e-01,-5.832997022818187548e-06,-5.831479361262889356e-06,9.541475636752682066e-01
5.858585859585858646e-01,9.544695383418884127e-01,-5.741432536939698420e-06,-5.739884807556809321e-06,9.544903898714126589e-01
5.959595960595960307e-01,9.548173365422814030e-01,-5.650259208424562743e-06,-5.648681135808566305e-06,9.548381937500813876e-01
6.060606061606060857e-01,9.551701857131820184e-01,-5.559473895494139274e-06,-5.557865199620032609e-06,9.551910513898385080e-01
6.161616162616162518e-01,9.555281609857179115e-01,-5.469073808699626066e-06,-5.467434205079638716e-06,9.555490379446911486e-01
6.262626263626263068e-01,9.558913365806688267e-01,-5.379056500793983329e-06,-5.377385700635409995e-06,9.559122276580641620e-01
6.363636364636364728e-01,9.562597858222113834e-01,-5.289419857036312358e-06,-5.287717567375217052e-06,9.562806938765732179e-01
6.464646465646465279e-01,9.566335811514257159e-01,-5.200162085506406475e-06,-5.198428009375862744e-06,9.566545090635137916e-01
6.565656566656565829e-01,9.570127941395446536e-01,-5.111281707936173330e-06,-5.109515544486202429e-06,9.570337448121249979e-01
6.666666667666667490e-01,9.573974955009716403e-01,-5.022777550624398478e-06,-5.020978995251216432e-06,9.574184718585944109e-01
6.767676768676768040e-01,9.577877551060658412e-01,-4.934648735585827061e-06,-4.932817480114294714e-06,9.578087600948658187e-01
6.868686869686869700e-01,9.581836419936967664e-01,-4.846894672089610441e-06,-4.845030404847762194e-06,9.582046785811837442e-01
6.969696970696970251e-01,9.585852243835758513e-01,-4.759515048197375910e-06,-4.757617454172195006e-06,9.586062955584246925e-01
7.070707071707071911e-01,9.589925696883744299e-01,-4.672509822728944695e-06,-4.670578583686772341e-06,9.590136784602233400e-01
7.171717172717172462e-01,9.594057445256104488e-01,-4.585879217290583863e-06,-4.583914011912219294e-06,9.594268939248725703e-01
7.272727273727273012e-01,9.598248147293571009e-01,-4.499623708642622832e-06,-4.497624212594622306e-06,9.598460078070077950e-01
7.373737374737374672e-01,9.602498453617079877e-01,-4.413744021125045889e-06,-4.411709907222109069e-06,9.602710851890978727e-01
7.474747475747475223e-01,9.606809007240724174e-01,-4.328241119397546543e-06,-4.326172057700558865e-06,9.607021903927213113e-01
7.575757576757576883e-01,9.611180443682508789e-01,-4.243116201356017143e-06,-4.241011859272830646e-06,9.611393869896758257e-01
7.676767677767677434e-01,9.615613391073332128e-01,-4.158370691134720965e-06,-4.156230733537165114e-06,9.615827378128392056e-01
7.777777778777777984e-01,9.620108470263960543e-01,-4.074006232427283262e-06,-4.071830321745127161e-06,9.620323049669026183e-01
7.878787879787879644e-01,9.624666294930256383e-01,-3.990024681924910828e-06,-3.987812478238109341e-06,9.624881498388723200e-01
7.979797980797980195e-01,9.629287471676439836e-01,-3.906428102896570046e-06,-3.904179264068361476e-06,9.629503331084143802e-01
8.080808081808081855e-01,9.633972600136770925e-01,-3.823218758931284509e-06,-3.820932940668052107e-06,9.634189147580128898e-01
8.181818182818182406e-01,9.638722273075240876e-01,-3.740399107983396410e-06,-3.738075963939690721e-06,9.638939540829429831e-01
8.282828283828284066e-01,9.643537076483799098e-01,-3.657971796338304253e-06,-3.655610978208514104e-06,9.643755097011085242e-01
8.383838384838384616e-01,9.648417589678758288e-01,-3.575939652969101604e-06,-3.573540810582281983e-06,9.648636395626589701e-01
8.484848485848485167e-01,9.653364385395515335e-01,-3.494305683869689084e-06,-3.491868465263981878e-06,9.653584009594963211e-01
8.585858586858586827e-01,9.658378029881774518e-01,-3.413073066626227876e-06,-3.410597118125382828e-06,9.658598505345719065e-01
8.686868687868687378e-01,9.663459082989275251e-01,-3.332245145114737192e-06,-3.329730111449006372e-06,9.663680442910665969e-01
8.787878788878789038e-01,9.668608098263663519e-01,-3.251825424307039960e-06,-3.249270948641969264e-06,9.668830376013947125e-01
8.888888889888889588e-01,9.673825623033071031e-01,-3.171817565241295907e-06,-3.169223289291731453e-06,9.674048852160462841e-01
8.989898990898991249e-01,9.679112198495257724e-01,-3.092225380114827987e-06,-3.089590944204574765e-06,9.679336412723106298e-01
9.090909091909091799e-01,9.684468359803082294e-01,-3.013052827515263783e-06,-3.010377870649937265e-06,9.684693593028314007e-01
9.191919192919192350e-01,9.689894636148793650e-01,-2.934304007732782431e-06,-2.931588167675354592e-06,9.690120922440162987e-01
9.292929293929294010e-01,9.695391550846664819e-01,-2.855983158277410439e-06,-2.853226071619435487e-06,9.695618924443332176e-01
9.393939394939394560e-01,9.700959621414515510e-01,-2.778094649387235610e-06,-2.775295951620389542e-06,9.701188116724309696e-01
9.494949495949496221e-01,9.706599359653551584e-01,-2.700642979828899006e-06,-2.697802305392629444e-06,9.706829011251595363e-01
9.595959596959596771e-01,9.712311271727246398e-01,-2.623632772593755318e-06,-2.620749754969933212e-06,9.712542114354282274e-01
9.696969697969697322e-01,9.718095858238759988e-01,-2.547068770899186184e-06,-2.544143042643942385e-06,9.718327926799663619e-01
9.797979798979798982e-01,9.723953614306967141e-01,-2.470955834192611713e-06,-2.467987027007773196e-06,9.724186943869256305e-01
9.898989899989899532e-01,9.729885029641425209e-01,-2.395298934261262137e-06,-2.392286679066696658e-06,9.730119655433809855e-01
1.000000000100000008e+00,9.735890588616040731e-01,-2.320103151474682477e-06,-2.317047078445858133e-06,9.736126546026853124e-01
